time,chassis_x,chassis_y,chassis_yaw,leg_joint1,leg_joint2,leg_joint3,leg_joint4,leg_joint5,head_joint1,head_joint2,left_arm_joint1,left_arm_joint2,left_arm_joint3,left_arm_joint4,left_arm_joint5,left_arm_joint6,left_arm_joint7,right_arm_joint1,right_arm_joint2,right_arm_joint3,right_arm_joint4,right_arm_joint5,right_arm_joint6,right_arm_joint7
0,0,0,0,0.06,0.22,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0321701,0,0,0,0.0606665,0.222436,0.141678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0643401,0,0,0,0.0626659,0.229744,0.146711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0965102,0,0,0,0.0659983,0.241925,0.155099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.12868,0,0,0,0.0706636,0.258977,0.166843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.16085,0,0,0,0.0766619,0.280902,0.181942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.19302,0,0,0,0.0839931,0.307699,0.200396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.22519,0,0,0,0.0926573,0.339368,0.222206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.257361,0,0,0,0.102654,0.375909,0.247371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.289531,0,0,0,0.113984,0.417323,0.275892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.321701,0,0,0,0.126648,0.463608,0.307768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.353871,0,0,0,0.140643,0.514766,0.342999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.386041,0,0,0,0.155972,0.570796,0.381586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.418211,0,0,0,0.172634,0.631698,0.423528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.450381,0,0,0,0.190629,0.697472,0.468825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.482551,0,0,0,0.209874,0.767814,0.517268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.514721,0,0,0,0.228535,0.836024,0.564243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.546891,0,0,0,0.245863,0.899362,0.607863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.579061,0,0,0,0.261859,0.957828,0.648127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.611231,0,0,0,0.276521,1.01142,0.685036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.643401,0,0,0,0.289851,1.06014,0.718589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
